,x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
0,6.800000190734863,2.9000000953674316,0.0,1,0,-2.5,-12.25,0.25,-0.1553637534379959,-0.06625806540250778,1,3,19,19,0,1,16,3
1,8.600000381469727,20.100000381469727,0.0,4,1,9.0,0.0,0.0,1.8402615785598755,4.3010759353637695,1,0,0,0,7,6,0,0
2,18.399999618530273,11.5,0.0,3,2,-4.5,-12.0,0.25,0.07842004299163818,0.049012526869773865,1,3,19,19,4,3,17,3
3,17.200000762939453,-16.100000381469727,0.0,1,3,3.0,-11.75,0.25,0.012535367161035538,-0.011733685620129108,1,3,19,19,0,1,17,3
4,18.399999618530273,-14.699999809265137,0.0,1,4,-4.0,-12.0,0.25,-0.1202533021569252,0.09607192873954773,1,3,20,20,4,3,17,3
5,19.799999237060547,15.100000381469727,0.0,1,5,-0.5,-12.25,0.25,-0.07041429728269577,-0.053699791431427,1,3,20,19,0,1,17,3
6,26.399999618530273,0.10000000149011612,0.0,0,6,18.0,0.0,0.0,11.974408149719238,0.045357607305049896,1,3,19,19,0,1,16,3
7,22.0,15.300000190734863,0.0,1,7,12.0,-12.25,0.25,-0.08479321002960205,-0.05896982550621033,1,3,19,19,0,1,17,3
8,27.600000381469727,0.699999988079071,0.0,0,8,4.5,0.0,0.0,11.966126441955566,0.30348873138427734,1,3,19,19,11,3,16,3
9,23.799999237060547,-15.300000190734863,0.0,1,9,-4.0,-11.75,0.5,-0.05248674377799034,0.033741481602191925,1,3,20,20,4,3,17,3
10,24.399999618530273,-14.300000190734863,0.0,3,10,-2.5,-12.0,0.5,-0.22164364159107208,0.12989771366119385,1,3,20,19,4,3,17,3
11,29.600000381469727,0.5,0.0,0,11,-3.5,0.0,0.0,11.970705032348633,0.20220786333084106,1,3,20,19,9,3,16,3
12,28.799999237060547,-5.5,0.0,1,12,-3.0,-12.0,0.5,-0.11006327718496323,0.02101902849972248,1,3,19,19,4,3,16,3
13,30.600000381469727,4.900000095367432,0.0,1,13,5.5,-12.25,0.5,-0.19581358134746552,-0.03135576844215393,1,3,19,19,0,1,16,3
14,27.200000762939453,17.299999237060547,0.0,1,14,13.0,-12.25,0.5,0.014545249752700329,0.009251206181943417,1,3,19,19,0,1,17,3
15,31.799999237060547,-15.899999618530273,0.0,1,15,9.5,-11.75,0.5,-0.006206507328897715,0.0031032536644488573,1,3,19,19,0,1,16,3
16,33.79999923706055,-9.5,0.0,2,16,4.0,-22.25,0.0,-9.513861656188965,2.6740145683288574,1,3,19,19,0,1,16,3
17,32.79999923706055,-15.899999618530273,0.0,1,17,0.5,-11.75,0.5,-0.0005430626915767789,0.00026325296494178474,1,3,19,19,11,3,16,3
18,35.599998474121094,-13.5,0.0,1,18,-5.0,-11.5,0.5,0.2608841359615326,-0.09893078356981277,1,3,20,20,4,3,16,3
19,33.400001525878906,-19.299999237060547,0.0,3,19,-2.0,-11.75,0.5,-0.032948412001132965,0.019039049744606018,1,3,20,20,9,3,17,3
20,37.599998474121094,-13.100000381469727,0.0,1,20,-1.0,-11.75,0.5,0.055935345590114594,-0.01948811486363411,1,3,19,20,4,3,16,3
21,38.400001525878906,-13.100000381469727,0.0,3,21,-3.5,-11.75,0.5,0.0592096708714962,-0.020199131220579147,1,3,20,20,4,3,16,3
