,x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
0,3.4000000953674316,-2.9000000953674316,0.0,1,0,-4.5,-5.0,0.0,-0.03237892687320709,0.02761731669306755,1,3,19,19,9,3,17,3
1,3.799999952316284,-3.9000000953674316,0.0,1,1,-1.0,-5.0,0.0,-0.027385270223021507,0.028105933219194412,1,3,19,19,0,1,17,3
2,3.200000047683716,-4.5,0.0,1,2,-0.5,-5.0,0.0,-0.019102614372968674,0.02686305157840252,1,3,19,19,0,1,18,3
3,3.200000047683716,-5.300000190734863,0.0,1,3,10.5,-5.25,0.0,-0.0820978581905365,0.13597457110881805,1,3,19,19,0,1,18,3
4,4.599999904632568,-4.900000095367432,0.0,1,4,2.5,-5.0,0.0,-0.02637265995144844,0.02809261344373226,1,3,19,19,0,1,17,3
5,5.599999904632568,-3.5,0.0,1,5,-4.0,-5.0,0.0,-0.03994350880384445,0.024964692071080208,1,3,19,19,0,1,17,3
6,6.400000095367432,-3.700000047683716,0.0,1,6,-3.0,-5.0,0.0,-0.04157203063368797,0.02403382956981659,1,3,19,19,0,1,16,3
7,5.0,-5.5,0.0,1,7,-5.0,-5.0,0.0,-0.02550080604851246,0.02805088832974434,1,3,19,19,11,3,18,3
8,6.0,-4.300000190734863,0.0,1,8,-4.5,-5.0,0.0,-0.03680116683244705,0.026374170556664467,1,3,19,19,0,1,17,3
9,5.800000190734863,-4.900000095367432,0.0,1,9,-3.5,-5.0,0.0,-0.032631199806928635,0.02756773866713047,1,3,20,19,0,1,17,3
10,6.0,-5.5,0.0,1,10,4.0,-5.0,0.0,-0.03045414201915264,0.02791629731655121,1,3,19,19,0,1,17,3
11,8.199999809265137,-6.699999809265137,0.0,1,11,-4.5,-5.0,0.0,-0.03350553289055824,0.02737646922469139,1,3,19,19,0,1,17,3
12,5.599999904632568,10.300000190734863,0.0,4,12,-4.5,0.0,0.0,1.1290642023086548,2.076671838760376,1,0,0,0,7,6,0,0
13,7.400000095367432,9.300000190734863,0.0,1,13,-4.0,-5.0,0.0,-0.02028968743979931,-0.02549920231103897,1,3,19,19,0,1,18,3
14,4.800000190734863,11.699999809265137,0.0,4,14,8.5,0.0,0.0,0.7130656838417053,1.7380975484848022,1,0,0,0,7,6,0,0
15,5.800000190734863,-11.899999618530273,0.0,4,15,12.5,0.0,0.0,0.9486424326896667,-1.9463523626327515,1,0,0,0,7,6,0,0
16,9.199999809265137,9.699999809265137,0.0,1,16,-5.0,-5.0,0.0,-0.02494817227125168,-0.026304051280021667,1,3,20,20,0,1,17,3
17,10.399999618530273,-8.5,0.0,1,17,-3.5,-5.0,0.0,-0.03349819406867027,0.02737833373248577,1,3,19,19,0,1,17,3
18,10.399999618530273,9.5,0.0,1,18,-0.5,-5.0,0.0,-0.028849594295024872,-0.02635299600660801,1,3,19,19,0,1,17,3
19,11.399999618530273,8.699999809265137,0.0,1,19,-3.0,-5.0,0.0,-0.03360588848590851,-0.025646599009633064,1,3,19,19,0,1,17,3
20,13.0,7.699999809265137,0.0,1,20,-4.5,-5.0,0.0,-0.039583075791597366,-0.023445360362529755,1,3,19,19,11,3,17,3
21,11.600000381469727,-9.5,0.0,3,21,-5.0,-5.0,0.0,-0.03344523161649704,0.027390489354729652,1,3,19,19,16,1,17,3
22,13.0,8.300000190734863,0.0,1,22,2.5,-5.0,0.0,-0.03792956471443176,-0.02421656623482704,1,3,19,19,0,1,17,3
23,14.199999809265137,-5.900000095367432,0.0,1,23,-0.5,-5.0,0.25,-0.13564510643482208,0.05635958909988403,1,3,19,19,0,1,16,3
24,13.600000381469727,7.900000095367432,0.0,1,24,4.5,-5.0,0.25,0.06858815997838974,0.039841651916503906,1,3,19,19,0,1,17,3
25,15.399999618530273,6.300000190734863,0.0,1,25,-1.0,-5.0,0.25,0.04153849557042122,0.016993021592497826,1,3,19,19,11,3,16,3
26,15.399999618530273,7.099999904632568,0.0,1,26,-1.0,-5.0,0.25,0.05077377334237099,0.023408688604831696,1,3,19,19,0,1,16,3
27,17.799999237060547,-5.5,0.0,1,27,2.0,-5.0,0.25,-0.12072839587926865,0.03730371966958046,1,3,19,19,0,1,16,3
28,6.599999904632568,-18.299999237060547,0.0,4,28,20.0,0.0,0.0,0.5686900615692139,-1.5768226385116577,1,0,0,0,7,6,0,0
29,15.800000190734863,-12.5,0.0,1,29,-4.0,-5.0,0.25,-0.1559837907552719,0.12340489029884338,1,3,20,19,4,3,17,3
30,16.600000381469727,-11.699999809265137,0.0,1,30,-4.0,-5.0,0.25,-0.15492534637451172,0.10919437557458878,1,3,19,19,4,3,17,3
31,19.600000381469727,-7.300000190734863,0.0,1,31,9.0,-5.0,0.25,-0.13017058372497559,0.04848190024495125,1,3,19,19,0,1,16,3
32,17.0,-12.5,0.0,1,32,1.0,-5.5,0.25,-0.4800276458263397,0.3529615104198456,1,3,19,19,16,1,17,3
33,21.600000381469727,6.699999809265137,0.0,1,33,-1.0,-5.0,0.25,0.021524427458643913,0.006676558405160904,1,3,20,19,11,3,16,3
34,15.199999809265137,-16.700000762939453,0.0,2,34,10.0,-6.75,0.25,-0.9428749680519104,1.0359219312667847,1,3,20,20,0,1,18,3
35,19.0,-12.699999809265137,0.0,3,35,-1.0,-5.25,0.25,-0.32674211263656616,0.21840129792690277,1,3,19,19,0,1,17,3
36,18.799999237060547,-14.5,0.0,3,36,-2.5,-5.5,0.25,-0.46939003467559814,0.3620295822620392,1,3,19,19,0,1,17,3
37,22.799999237060547,6.699999809265137,0.0,1,37,-1.5,-5.0,0.25,0.01793700084090233,0.005270960740745068,1,3,19,19,9,3,16,3
38,22.600000381469727,-9.899999618530273,0.0,1,38,9.5,-5.0,0.25,-0.1382177174091339,0.060546696186065674,1,3,19,19,0,1,16,3
39,22.600000381469727,12.699999809265137,0.0,1,39,0.0,-5.5,0.25,-0.31390780210494995,-0.17639952898025513,1,3,19,19,16,1,16,3
40,23.799999237060547,-10.300000190734863,0.0,1,40,-3.5,-5.0,0.25,-0.1376340538263321,0.059564318507909775,1,3,20,19,11,3,16,3
41,25.399999618530273,4.699999809265137,0.0,1,41,6.5,-5.0,0.25,-0.0076426430605351925,-0.001414189930073917,1,3,19,19,11,3,16,3
42,26.200000762939453,4.699999809265137,0.0,1,42,14.0,-5.0,0.25,-0.009035376831889153,-0.0016208498273044825,1,3,19,19,0,1,16,3
43,24.200000762939453,-11.5,0.0,1,43,9.5,-5.0,0.25,-0.14202110469341278,0.06748936325311661,1,3,19,19,0,1,16,3
44,27.0,5.099999904632568,0.0,1,44,4.5,-5.0,0.25,-0.00669671967625618,-0.0012649359414353967,1,3,20,19,11,3,16,3
45,26.799999237060547,7.099999904632568,0.0,1,45,8.0,-5.0,0.25,0.011402390897274017,0.003020782954990864,1,3,19,19,0,1,16,3
46,23.799999237060547,-15.300000190734863,0.0,3,46,11.0,-5.0,0.25,-0.1530434787273407,0.09838509559631348,1,3,19,19,0,1,17,3
47,27.200000762939453,8.699999809265137,0.0,1,47,0.0,-5.0,0.25,0.02361331507563591,0.007552787195891142,1,3,19,19,0,1,16,3
48,24.799999237060547,15.699999809265137,0.0,3,48,-1.0,-5.25,0.25,-0.10360994189977646,-0.06559177488088608,1,3,20,19,0,1,17,3
49,28.399999618530273,7.300000190734863,0.0,1,49,6.5,-5.0,0.25,0.009585347957909107,0.0024638394825160503,1,3,19,19,0,1,16,3
50,29.799999237060547,7.5,0.0,1,50,-2.5,-5.0,0.25,0.008340359665453434,0.0020990839693695307,1,3,20,19,11,3,16,3
51,29.399999618530273,-9.100000381469727,0.0,1,51,-1.5,-4.75,0.25,0.10732879489660263,-0.033220816403627396,1,3,19,19,16,1,16,3
52,27.200000762939453,14.899999618530273,0.0,1,52,-0.5,-5.25,0.25,-0.12814362347126007,-0.07019631564617157,1,3,19,19,16,1,16,3
53,28.399999618530273,-14.300000190734863,0.0,3,53,-1.0,-5.0,0.25,-0.14456696808338165,0.07279253005981445,1,3,19,19,16,1,16,3
54,25.799999237060547,19.899999618530273,0.0,1,54,-3.5,-5.25,0.25,-0.0691782608628273,-0.053358424454927444,1,3,19,19,4,3,17,3
55,27.799999237060547,17.700000762939453,0.0,3,55,-3.5,-5.25,0.25,-0.10262114554643631,-0.06533792614936829,1,3,20,20,9,3,17,3
56,34.599998474121094,3.700000047683716,0.0,6,56,8.5,-7.25,0.0,-2.278245210647583,-0.2436273843050003,1,3,19,19,0,1,16,3
57,33.20000076293945,-11.100000381469727,0.0,1,57,15.0,-5.0,0.25,-0.12469584494829178,0.04169047623872757,1,3,19,19,0,1,16,3
58,30.799999237060547,18.5,0.0,1,58,16.5,-5.25,0.25,-0.11265106499195099,-0.06766378879547119,1,3,19,19,0,1,17,3
59,35.599998474121094,4.900000095367432,0.0,6,59,-3.0,-7.25,0.0,-2.2614026069641113,-0.31126052141189575,1,3,20,20,11,3,16,3
60,34.599998474121094,-10.5,0.0,3,60,9.0,-5.0,0.25,-0.11982966959476471,0.03636449575424194,1,3,19,19,11,3,16,3
61,26.0,25.700000762939453,0.0,1,61,3.0,-5.0,0.25,0.09828828275203705,0.09715419262647629,1,3,21,21,0,1,17,3
62,36.0,7.099999904632568,0.0,6,62,3.0,-7.75,0.0,-2.699155569076538,-0.5323334336280823,1,3,19,19,0,1,16,3
