,x,y,z,dyn_prop,id,rcs,vx,vy,vx_comp,vy_comp,is_quality_valid,ambig_state,x_rms,y_rms,invalid_state,pdh0,vx_rms,vy_rms
0,5.400000095367432,7.699999809265137,0.0,1,0,-2.0,-14.5,0.0,-0.11984021961688995,-0.17088326811790466,1,3,19,19,0,1,18,3
1,6.400000095367432,7.099999904632568,0.0,1,1,-4.0,-14.25,0.0,-0.05058518424630165,-0.056117936968803406,1,3,19,19,0,1,18,3
2,20.0,1.2999999523162842,0.0,0,2,17.0,-0.5,0.0,13.5819730758667,0.8828282952308655,1,3,19,19,0,1,16,3
3,21.0,0.699999988079071,0.0,0,3,9.5,-0.5,0.0,13.624284744262695,0.45414280891418457,1,3,19,19,11,3,16,3
4,22.200000762939453,0.8999999761581421,0.0,0,4,-4.0,-0.5,0.0,13.617027282714844,0.5520416498184204,1,3,19,19,11,3,16,3
5,16.0,-14.5,0.0,2,5,-3.0,-26.0,0.0,-6.51110315322876,5.900687217712402,1,3,19,19,0,1,18,3
6,24.399999618530273,7.5,0.0,1,6,2.0,-14.25,-0.25,-0.17176836729049683,-0.052797652781009674,1,3,19,19,0,1,16,3
7,24.799999237060547,6.300000190734863,0.0,1,7,0.0,-14.25,-0.25,-0.16396836936473846,-0.04165325686335564,1,3,19,19,0,1,16,3
8,17.399999618530273,-22.5,0.0,1,8,1.5,-14.5,-0.25,-0.012914995662868023,0.01670042797923088,1,3,19,19,0,1,18,3
9,29.600000381469727,6.5,0.0,1,9,-4.0,-14.25,-0.25,-0.15823692083358765,-0.034747976809740067,1,3,19,19,11,3,16,3
10,30.0,6.900000095367432,0.0,1,10,2.5,-14.25,-0.25,-0.1600259244441986,-0.03680596128106117,1,3,19,19,0,1,16,3
11,30.200000762939453,-10.699999809265137,0.0,2,11,3.0,-24.25,0.0,-8.982209205627441,3.1824378967285156,1,3,19,19,0,1,16,3
12,30.600000381469727,-9.899999618530273,0.0,2,12,1.0,-24.25,0.0,-9.151885032653809,2.9609038829803467,1,3,19,19,0,1,16,3
13,30.399999618530273,-11.100000381469727,0.0,2,13,3.5,-24.25,0.0,-8.920454025268555,3.2571396827697754,1,3,20,19,0,1,16,3
14,33.20000076293945,8.5,0.0,1,14,6.5,-14.25,-0.25,-0.16428285837173462,-0.04206036776304245,1,3,19,19,0,1,16,3
15,34.0,8.699999809265137,0.0,1,15,4.0,-14.25,-0.25,-0.16426049172878265,-0.042031362652778625,1,3,19,19,11,3,16,3
16,35.0,9.100000381469727,0.0,1,16,-4.0,-14.25,-0.25,-0.1649055778980255,-0.04287545382976532,1,3,19,19,11,3,16,3
17,36.599998474121094,9.699999809265137,0.0,3,17,-4.5,-14.25,-0.25,-0.165683314204216,-0.04391060769557953,1,3,19,19,11,3,16,3
18,37.599998474121094,10.300000190734863,0.0,3,18,3.5,-14.25,-0.25,-0.16703352332115173,-0.04575652629137039,1,3,19,19,0,1,16,3
19,41.0,10.300000190734863,0.0,3,19,-0.5,-14.25,-0.5,-0.2225973904132843,-0.055920809507369995,1,3,19,19,11,3,16,3
20,33.20000076293945,-27.5,0.0,3,20,-1.5,-14.5,-0.25,-0.08996309340000153,0.074517622590065,1,3,20,21,4,3,17,3
21,34.599998474121094,-27.100000381469727,0.0,1,21,-1.5,-14.5,-0.25,-0.10105618089437485,0.07915094494819641,1,3,20,21,9,3,17,3
22,34.20000076293945,-28.100000381469727,0.0,1,22,-2.5,-14.5,-0.25,-0.09155936539173126,0.07522859424352646,1,3,21,21,9,3,17,3
23,43.79999923706055,8.300000190734863,0.0,3,23,-2.5,-14.25,-0.5,-0.1985251009464264,-0.03762005269527435,1,3,19,20,4,3,16,3
24,35.0,-29.299999237060547,0.0,1,24,3.5,-14.5,-0.25,-0.08787568658590317,0.07356449216604233,1,3,20,20,0,1,17,3
25,38.400001525878906,-25.899999618530273,0.0,1,25,-0.5,-14.5,-0.25,-0.1309138387441635,0.08829865604639053,1,3,21,21,4,3,17,3
26,45.400001525878906,11.699999809265137,0.0,3,26,-2.0,-14.25,-0.5,-0.22496265172958374,-0.05797494947910309,1,3,19,20,9,3,16,3
